task_id,uid,uid_num,runner,lane,status,reward,difficulty,domain_family,operation_family,phase1_feasibility,phase1_computation_type,goose_total_tokens,tool_request_total,mcp_tool_request_total,message_count,thinking_chars,text_chars,openrouter_rows_matched,openrouter_cost_total,openrouter_tokens_prompt,openrouter_tokens_completion,openrouter_tokens_reasoning,openrouter_tokens_cached,usd_per_1k_goose_tokens,exception_path,trial_dir
officeqa-uid0114,UID0114,114,officeqa-big-runner-01,,failed,0.0,hard,rates_and_securities,statistical,very_hard,linear_regression,,126,2,12122,200862,696,1,0.003475,29844,488,191,29712,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-113003-048ba9/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0114/officeqa-uid0114__ZPdiVD7/exception.txt,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-113003-048ba9/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0114/officeqa-uid0114__ZPdiVD7
officeqa-uid0115,UID0115,115,officeqa-big-runner-01,,failed,0.0,easy,fx,lookup_or_aggregation,,,35898,45,3,13990,103179,1494,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-111019-38e34d/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0115/officeqa-uid0115__5TMk9sU
officeqa-uid0116,UID0116,116,officeqa-big-runner-01,,passed,1.0,easy,other,lookup_or_aggregation,medium,signed_deviation,41739,42,7,8128,49626,979,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-112253-66c006/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0116/officeqa-uid0116__xP6Q8nQ
officeqa-uid0117,UID0117,117,officeqa-big-runner-02,,failed,0.0,hard,rates_and_securities,statistical,,,65486,55,7,12580,102984,1647,17,0.040472,354112,4846,2806,342976,0.000618,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-115515-7426c5/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0117/officeqa-uid0117__BtcCdQi
officeqa-uid0118,UID0118,118,officeqa-big-runner-02,,failed,0.0,hard,rates_and_securities,comparison,,,,61,6,20146,177748,2109,0,0,0,0,0,0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-112518-c4f7b0/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0118/officeqa-uid0118__bBXQu9i/exception.txt,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-112518-c4f7b0/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0118/officeqa-uid0118__bBXQu9i
officeqa-uid0119,UID0119,119,officeqa-big-runner-02,,passed,1.0,easy,other,comparison,,,39810,68,19,16882,104554,2123,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-112708-d8398e/pool-20260402T094504Z-officeqa-big-runner-02-lane3-officeqa-uid0119/officeqa-uid0119__Lnty3iJ
officeqa-uid0120,UID0120,120,officeqa-big-runner-02,,failed,0.0,hard,rates_and_securities,statistical,,,57331,50,5,2133,67092,1421,20,0.039247,329127,5894,3656,306624,0.000685,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-113749-70e249/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0120/officeqa-uid0120__drHB9Kh
officeqa-uid0121,UID0121,121,officeqa-big-runner-01,,failed,0.0,hard,rates_and_securities,lookup_or_aggregation,,,45220,36,1,12682,126183,1648,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-112202-d7e342/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0121/officeqa-uid0121__aoxMXm2
officeqa-uid0122,UID0122,122,officeqa-big-runner-01,,failed,0.0,hard,rates_and_securities,conversion,hard,ratio_analysis_with_inflation_adjustment,69950,134,19,3937,302453,1829,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-114621-f8902f/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0122/officeqa-uid0122__Dmrm4Tp
officeqa-uid0123,UID0123,123,officeqa-big-runner-01,,failed,0.0,hard,other,comparison,,,25251,25,7,7242,45658,1688,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-111715-aa942e/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0123/officeqa-uid0123__Tg3nTzL
officeqa-uid0124,UID0124,124,officeqa-big-runner-01,,failed,0.0,hard,rates_and_securities,comparison,medium,percentage_change_and_absolute_change,35335,36,3,6257,40403,1825,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-112722-fb46b2/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0124/officeqa-uid0124__PXNAVxE
officeqa-uid0125,UID0125,125,officeqa-big-runner-02,,failed,0.0,easy,other,lookup_or_aggregation,,,13477,17,2,3644,23243,1010,11,0.0185,155289,2856,1990,149296,0.001373,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-120649-057dc9/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0125/officeqa-uid0125__mwwU3Ug
officeqa-uid0126,UID0126,126,officeqa-big-runner-02,,failed,0.0,easy,rates_and_securities,lookup_or_aggregation,,,79512,116,31,2732,223053,2237,3,0.017393,159984,1223,751,151344,0.000219,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-114143-84de83/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0126/officeqa-uid0126__YDPPEMh
officeqa-uid0127,UID0127,127,officeqa-big-runner-02,,failed,0.0,easy,other,comparison,,,26476,56,2,5806,103970,1491,6,0.002706,17402,668,411,13440,0.000102,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-113525-0242fc/pool-20260402T094504Z-officeqa-big-runner-02-lane3-officeqa-uid0127/officeqa-uid0127__6m7YiGK
officeqa-uid0128,UID0128,128,officeqa-big-runner-02,,failed,0.0,easy,other,statistical,,,30539,39,12,450,40254,1284,3,0.017318,164306,878,468,163744,0.000567,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-114510-ff5dd0/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0128/officeqa-uid0128__Ymfhw3L
officeqa-uid0129,UID0129,129,officeqa-big-runner-01,,failed,0.0,easy,rates_and_securities,lookup_or_aggregation,,,93199,115,4,11782,111520,3105,2,0.001054,3753,383,305,0,1.1e-05,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-112754-a8ca67/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0129/officeqa-uid0129__LLQfGiv
officeqa-uid0130,UID0130,130,officeqa-big-runner-01,,passed,1.0,hard,rates_and_securities,lookup_or_aggregation,,,18405,29,5,2699,15521,1910,32,0.058658,538747,4201,1872,520528,0.003187,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-120119-d6675b/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0130/officeqa-uid0130__xnESBtY
officeqa-uid0131,UID0131,131,officeqa-big-runner-01,,passed,1.0,easy,debt_and_international,lookup_or_aggregation,,,20798,18,3,2908,18522,1221,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-112128-d9deb2/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0131/officeqa-uid0131__4pGCsga
officeqa-uid0132,UID0132,132,officeqa-big-runner-01,,failed,0.0,easy,budget_and_receipts,lookup_or_aggregation,,,13587,15,8,2864,19199,1281,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-113129-c35714/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0132/officeqa-uid0132__SiGPEt6
officeqa-uid0133,UID0133,133,officeqa-big-runner-02,,failed,0.0,hard,debt_and_international,comparison,,,27966,28,10,4610,39621,2677,7,0.025677,227486,2760,1991,218896,0.000918,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-121032-5d0395/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0133/officeqa-uid0133__ro26Up9
officeqa-uid0134,UID0134,134,officeqa-big-runner-02,,passed,1.0,hard,other,lookup_or_aggregation,,,35030,36,10,379,40787,3594,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-115148-e56971/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0134/officeqa-uid0134__JBUnJZc
officeqa-uid0135,UID0135,135,officeqa-big-runner-02,,failed,0.0,hard,debt_and_international,lookup_or_aggregation,,,46778,64,19,5523,162936,3407,6,0.038905,342722,4564,2976,339152,0.000832,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-114236-e4d5ab/pool-20260402T094504Z-officeqa-big-runner-02-lane3-officeqa-uid0135/officeqa-uid0135__LkoM4aF
officeqa-uid0136,UID0136,136,officeqa-big-runner-02,,passed,1.0,hard,other,statistical,hard,geometric_mean,54105,29,5,298,54457,3423,22,0.045876,416371,3341,2120,382064,0.000848,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-114926-5ac0c3/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0136/officeqa-uid0136__hBHVPTF
officeqa-uid0137,UID0137,137,officeqa-big-runner-01,,passed,1.0,easy,other,comparison,,,30197,29,7,494,31815,963,23,0.041229,360046,4100,2247,314384,0.001365,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-114310-f38536/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0137/officeqa-uid0137__PHpWpex
officeqa-uid0138,UID0138,138,officeqa-big-runner-01,,failed,0.0,easy,other,lookup_or_aggregation,,,26169,31,2,5675,32937,901,15,0.018365,145554,3298,2576,130688,0.000702,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-120524-23b8f2/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0138/officeqa-uid0138__f8qpKFp
officeqa-uid0139,UID0139,139,officeqa-big-runner-01,,passed,1.0,easy,other,lookup_or_aggregation,,,31525,33,2,6339,40505,1394,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-112424-d6aee9/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0139/officeqa-uid0139__ZkYrqSv
officeqa-uid0140,UID0140,140,officeqa-big-runner-01,,failed,0.0,hard,budget_and_receipts,statistical,,,74604,110,9,11802,157109,1759,5,0.016118,139399,2132,1802,136976,0.000216,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-113437-d487ce/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0140/officeqa-uid0140__nDY5ekK
officeqa-uid0141,UID0141,141,officeqa-big-runner-02,,failed,0.0,easy,other,lookup_or_aggregation,,,31623,29,3,3111,35755,1628,4,0.004732,79913,1314,1157,76128,0.00015,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-121622-0f821a/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0141/officeqa-uid0141__39iEWy6
officeqa-uid0142,UID0142,142,officeqa-big-runner-02,,passed,1.0,easy,other,lookup_or_aggregation,,,18316,16,1,2713,18566,1395,43,0.049479,408064,6905,4472,362576,0.002701,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-115630-7a25a4/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0142/officeqa-uid0142__Jh2ACUR
officeqa-uid0143,UID0143,143,officeqa-big-runner-02,,passed,1.0,easy,rates_and_securities,lookup_or_aggregation,,,76173,46,8,432,75857,1209,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-115216-2bf272/pool-20260402T094504Z-officeqa-big-runner-02-lane3-officeqa-uid0143/officeqa-uid0143__kRmjGcv
officeqa-uid0144,UID0144,144,officeqa-big-runner-02,,failed,0.0,easy,other,statistical,,,108528,70,10,2763,71702,1659,30,0.051905,448474,6694,3952,429472,0.000478,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-115438-857363/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0144/officeqa-uid0144__dbfpt5S
officeqa-uid0145,UID0145,145,officeqa-big-runner-01,,passed,1.0,easy,rates_and_securities,lookup_or_aggregation,,,38482,30,3,251,45466,1937,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-114829-803da9/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0145/officeqa-uid0145__nRDX2AU
officeqa-uid0146,UID0146,146,officeqa-big-runner-01,,failed,0.0,easy,rates_and_securities,lookup_or_aggregation,,,21835,12,2,3558,28788,1240,34,0.090987,817321,8378,4895,783520,0.004167,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-121028-9b7a18/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0146/officeqa-uid0146__VWJGdsn
officeqa-uid0147,UID0147,147,officeqa-big-runner-01,,passed,1.0,hard,rates_and_securities,statistical,medium,linear_regression,37182,42,5,7874,57461,1611,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-112905-437089/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0147/officeqa-uid0147__p2NYjAq
officeqa-uid0148,UID0148,148,officeqa-big-runner-01,,passed,1.0,hard,rates_and_securities,statistical,,,61728,44,8,359,112413,1118,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-114953-e0f05c/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0148/officeqa-uid0148__asudBeV
officeqa-uid0149,UID0149,149,officeqa-big-runner-02,,failed,0.0,hard,rates_and_securities,lookup_or_aggregation,,,28132,24,2,3867,46004,1899,3,0.008773,213369,2266,1841,212448,0.000312,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-122027-67ef8e/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0149/officeqa-uid0149__RuYazjQ
officeqa-uid0150,UID0150,150,officeqa-big-runner-02,,failed,0.0,hard,fx,comparison,,,63047,54,7,10828,72503,1996,62,0.118995,1006505,16639,11712,942128,0.001887,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-120141-b6b675/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0150/officeqa-uid0150__3oGoUi5
officeqa-uid0151,UID0151,151,officeqa-big-runner-02,,passed,1.0,easy,rates_and_securities,comparison,,,59479,53,2,11370,87338,2049,34,0.057976,465328,10770,5629,441968,0.000975,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-115939-91d401/pool-20260402T094504Z-officeqa-big-runner-02-lane3-officeqa-uid0151/officeqa-uid0151__UTWgKHk
officeqa-uid0152,UID0152,152,officeqa-big-runner-02,,passed,1.0,easy,budget_and_receipts,comparison,,,9924,8,2,2235,12649,1438,27,0.042221,320137,9660,6054,303040,0.004254,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-120501-a2e4bd/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0152/officeqa-uid0152__qnA69Et
officeqa-uid0153,UID0153,153,officeqa-big-runner-01,,failed,0.0,easy,other,comparison,,,,4,2,330,3834,274,0,0,0,0,0,0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-115302-2a5e2a/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0153/officeqa-uid0153__miERw52/exception.txt,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-115302-2a5e2a/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0153/officeqa-uid0153__miERw52
officeqa-uid0154,UID0154,154,officeqa-big-runner-01,,failed,0.0,hard,rates_and_securities,lookup_or_aggregation,,,45149,35,1,7817,98800,2192,14,0.094239,901401,8553,6868,894752,0.002087,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-121346-3da69e/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0154/officeqa-uid0154__AFABfU8
officeqa-uid0155,UID0155,155,officeqa-big-runner-01,,passed,1.0,hard,other,statistical,,,16854,23,4,6002,36149,2302,11,0.008447,71982,1078,575,63120,0.000501,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-113345-828dd3/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0155/officeqa-uid0155__RgrUhxA
officeqa-uid0156,UID0156,156,officeqa-big-runner-01,,failed,0.0,easy,debt_and_international,comparison,,,27273,40,2,10080,88967,1373,30,0.049806,421331,6752,3393,397456,0.001826,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-115728-33364b/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0156/officeqa-uid0156__oo5xMV7
officeqa-uid0157,UID0157,157,officeqa-big-runner-02,,failed,0.0,easy,other,comparison,,,6561,6,4,643,4910,1000,1,0.003407,76568,1066,657,76160,0.000519,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-122739-3805ca/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0157/officeqa-uid0157__hSreTrV
officeqa-uid0158,UID0158,158,officeqa-big-runner-02,,failed,0.0,easy,rates_and_securities,comparison,,,50284,35,17,10201,120956,3821,5,0.009743,229324,2763,2060,228320,0.000194,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-121616-c4f7f3/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0158/officeqa-uid0158__EFuPNxu
officeqa-uid0159,UID0159,159,officeqa-big-runner-02,,failed,0.0,easy,fx,comparison,,,52993,98,6,23831,241076,3407,60,0.274881,2407069,25923,19016,2271024,0.005187,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-120755-d7cf33/pool-20260402T094504Z-officeqa-big-runner-02-lane3-officeqa-uid0159/officeqa-uid0159__cHhYJkk
officeqa-uid0160,UID0160,160,officeqa-big-runner-02,,passed,1.0,easy,budget_and_receipts,comparison,,,25640,27,5,4354,28198,1330,45,0.159643,1430595,15655,10175,1383184,0.006226,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-120824-70786e/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0160/officeqa-uid0160__f5xS9Cz
officeqa-uid0161,UID0161,161,officeqa-big-runner-01,,failed,0.0,hard,rates_and_securities,comparison,,,,42,0,10062,69853,117,9,0.011895,90433,2489,1609,82736,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-115531-3f2032/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0161/officeqa-uid0161__K573hPN/exception.txt,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-115531-3f2032/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0161/officeqa-uid0161__K573hPN
officeqa-uid0162,UID0162,162,officeqa-big-runner-01,,passed,1.0,easy,other,comparison,,,16543,24,13,2670,22261,1759,1,0.003351,71845,1112,1021,71264,0.000203,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-122151-fd257f/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0162/officeqa-uid0162__2vqWnHh
officeqa-uid0163,UID0163,163,officeqa-big-runner-01,,passed,1.0,easy,other,comparison,,,18085,10,2,2215,15353,580,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-113722-794cd2/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0163/officeqa-uid0163__MpbaPxE
officeqa-uid0164,UID0164,164,officeqa-big-runner-01,,passed,1.0,easy,other,lookup_or_aggregation,,,27824,24,2,4081,26040,648,10,0.012444,97494,2283,1767,87904,0.000447,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-120510-de5c32/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0164/officeqa-uid0164__tV3UsCu
officeqa-uid0165,UID0165,165,officeqa-big-runner-02,,failed,0.0,hard,fx,comparison,,,,63,6,12779,152613,1105,0,0,0,0,0,0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-123030-f6ee5d/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0165/officeqa-uid0165__rnBDscK/exception.txt,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-123030-f6ee5d/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0165/officeqa-uid0165__rnBDscK
officeqa-uid0166,UID0166,166,officeqa-big-runner-02,,failed,0.0,easy,rates_and_securities,comparison,,,27891,23,2,2112,19662,899,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-122418-97a2b2/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0166/officeqa-uid0166__VyeFTS7
officeqa-uid0167,UID0167,167,officeqa-big-runner-02,,passed,1.0,easy,rates_and_securities,lookup_or_aggregation,,,22702,26,9,1490,16031,807,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-122318-f718fe/pool-20260402T094504Z-officeqa-big-runner-02-lane3-officeqa-uid0167/officeqa-uid0167__VCLcqLa
officeqa-uid0168,UID0168,168,officeqa-big-runner-02,,failed,0.0,hard,rates_and_securities,statistical,,,113644,63,1,10355,131574,1977,1,0.000714,9183,422,340,9024,6e-06,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-121320-605cf4/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0168/officeqa-uid0168__YtYbRNY
officeqa-uid0169,UID0169,169,officeqa-big-runner-01,,passed,1.0,hard,rates_and_securities,lookup_or_aggregation,,,27231,17,2,3759,26670,1475,33,0.08081,685505,11413,8883,653168,0.002968,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-121142-efa7c4/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0169/officeqa-uid0169__afwzNnF
officeqa-uid0170,UID0170,170,officeqa-big-runner-01,,failed,0.0,hard,other,lookup_or_aggregation,,,75933,33,9,5422,62188,1994,3,0.030751,234533,2567,1384,155072,0.000405,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-122825-789455/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0170/officeqa-uid0170__FBBw5z5
